method p l int.effect mode strategy n power
matern_2.5 2 1.5 0 AICc average 100 0.03
matern_2.5 2 1.5 0 AICc erm 100 0.04
matern_2.5 2 1.5 0 AICc exp 100 0.035
matern_2.5 2 1.5 0 GCVc average 100 0
matern_2.5 2 1.5 0 GCVc erm 100 0.025
matern_2.5 2 1.5 0 GCVc exp 100 0.02
matern_2.5 2 1.5 0 gmpml average 100 0
matern_2.5 2 1.5 0 gmpml erm 100 0.005
matern_2.5 2 1.5 0 gmpml exp 100 0.005
matern_2.5 2 1.5 0 loocv average 100 0.015
matern_2.5 2 1.5 0 loocv erm 100 0.015
matern_2.5 2 1.5 0 loocv exp 100 0.005
matern_2.5 2 1.5 0.1 AICc average 100 0.765
matern_2.5 2 1.5 0.1 AICc erm 100 0.75
matern_2.5 2 1.5 0.1 AICc exp 100 0.755
matern_2.5 2 1.5 0.1 GCVc average 100 0.72
matern_2.5 2 1.5 0.1 GCVc erm 100 0.555
matern_2.5 2 1.5 0.1 GCVc exp 100 0.63
matern_2.5 2 1.5 0.1 gmpml average 100 0.41
matern_2.5 2 1.5 0.1 gmpml erm 100 0.43
matern_2.5 2 1.5 0.1 gmpml exp 100 0.425
matern_2.5 2 1.5 0.1 loocv average 100 0.445
matern_2.5 2 1.5 0.1 loocv erm 100 0.445
matern_2.5 2 1.5 0.1 loocv exp 100 0.39
matern_2.5 2 1.5 0.2 AICc average 100 0.82
matern_2.5 2 1.5 0.2 AICc erm 100 0.89
matern_2.5 2 1.5 0.2 AICc exp 100 0.86
matern_2.5 2 1.5 0.2 GCVc average 100 0.815
matern_2.5 2 1.5 0.2 GCVc erm 100 0.85
matern_2.5 2 1.5 0.2 GCVc exp 100 0.855
matern_2.5 2 1.5 0.2 gmpml average 100 0.69
matern_2.5 2 1.5 0.2 gmpml erm 100 0.66
matern_2.5 2 1.5 0.2 gmpml exp 100 0.695
matern_2.5 2 1.5 0.2 loocv average 100 0.74
matern_2.5 2 1.5 0.2 loocv erm 100 0.77
matern_2.5 2 1.5 0.2 loocv exp 100 0.78
matern_2.5 2 1.5 0.3 AICc average 100 0.895
matern_2.5 2 1.5 0.3 AICc erm 100 0.85
matern_2.5 2 1.5 0.3 AICc exp 100 0.905
matern_2.5 2 1.5 0.3 GCVc average 100 0.82
matern_2.5 2 1.5 0.3 GCVc erm 100 0.85
matern_2.5 2 1.5 0.3 GCVc exp 100 0.835
matern_2.5 2 1.5 0.3 gmpml average 100 0.805
matern_2.5 2 1.5 0.3 gmpml erm 100 0.805
matern_2.5 2 1.5 0.3 gmpml exp 100 0.725
matern_2.5 2 1.5 0.3 loocv average 100 0.81
matern_2.5 2 1.5 0.3 loocv erm 100 0.825
matern_2.5 2 1.5 0.3 loocv exp 100 0.81
